track name="UCNE Regions" description="Ultraconserved Noncoding Elements from hg19" visibility=2 
chr1	3190804	3191011	chr1_Abraham	3232
chr1	10573940	10574151	CASZ1_Benjamin	3304
chr1	10575142	10575471	CASZ1_Cameron	3305
chr1	10593672	10593919	CASZ1_Eden	3315
chr1	10597703	10597909	CASZ1_Eduardo	3317
chr1	10600391	10600616	CASZ1_Eros	3318
chr1	10653779	10654169	CASZ1_Hana	3321
chr1	10658746	10659025	CASZ1_Jan	3324
chr1	10662486	10662703	CASZ1_Leo	3326
chr1	10683258	10683489	CASZ1_Lucia	3329
chr1	10732561	10732810	CASZ1_Malcolm	3343
chr1	10751164	10751373	CASZ1_Mauritius	3350
chr1	10758241	10758598	CASZ1_Ming	3352
chr1	10781348	10781594	CASZ1_Othell	3361
chr1	10794394	10794719	CASZ1_Roman	3364
chr1	10795121	10795400	CASZ1_Santiago	3365
chr1	10836096	10836380	CASZ1_Trystan	3372
chr1	10851826	10852045	CASZ1_Victor	3375
chr1	10925389	10925590	CASZ1_Violet	3385
chr1	10965563	10965869	CASZ1_Vivien	3389
chr1	16200639	16200952	chr1_Achilles	3419
chr1	19095259	19095514	chr1_Adam	3451
chr1	21327649	21327870	chr1_Adela	3474
chr1	21755033	21755299	chr1_Aida	3475
chr1	24304383	24304761	chr1_Aladdin	3502
chr1	24973471	24973725	chr1_Amos	3504
chr1	24974459	24974715	chr1_Antonio	3505
chr1	27024656	27024880	chr1_Arthur	3525
chr1	27050300	27050537	chr1_Beatrice	3527
chr1	27108345	27108601	chr1_Boris	3541
chr1	31404352	31404556	chr1_Carmen	3567
chr1	31405014	31405253	chr1_Cassandra	3570
chr1	37962112	37962418	chr1_Chao	3635
chr1	38561073	38561396	POU3F1_Cassandra	3641
chr1	38724158	38724374	POU3F1_Olivia	3653
chr1	39151778	39152174	POU3F1_Megan	3667
chr1	44715674	44715874	RNF220_Antigone  	3717
chr1	44739747	44740154	RNF220_Evelyn	3722
chr1	44792091	44792381	RNF220_Frederica	3727
chr1	44874995	44875307	RNF220_Gandalf	3728
chr1	44971228	44971473	RNF220_Jonathan	3734
chr1	44990311	44990634	RNF220_Mateo	3736
chr1	45034898	45035244	RNF220_Vera	3743
chr1	49112986	49113245	chr1_Chen	3778
chr1	49436080	49436328	chr1_Claudia	3787
chr1	51006198	51006663	FAF1_Aurore	3836
chr1	51035688	51036083	FAF1_Hannibal	3843
chr1	51043618	51043898	FAF1_Jan	3844
chr1	51099133	51099594	FAF1_Midori	3847
chr1	51165998	51166272	FAF1_Silvester	3855
chr1	51169556	51169864	FAF1_Zeus	3857
chr1	54725551	54725811	chr1_Daniel	3889
chr1	54853231	54853434	chr1_Derek	3892
chr1	60700474	60700696	NFIA_Abraham	3924
chr1	61087013	61087399	NFIA_Antonio	3928
chr1	61330842	61331161	NFIA_Atsuko	3935
chr1	61361409	61361629	NFIA_Carmen	3944
chr1	61574884	61575100	NFIA_Franz	3956
chr1	61577204	61577596	NFIA_Laura	3959
chr1	61646801	61647092	NFIA_Leo	3966
chr1	61709779	61710120	NFIA_Lukas	3980
chr1	61734223	61734590	NFIA_Naoko	3983
chr1	61809442	61809658	NFIA_Norma	3993
chr1	61918406	61918609	NFIA_Olivia	4008
chr1	61921771	61922041	NFIA_Patricia	4011
chr1	61922564	61922874	NFIA_Quentin_1	4013
chr1	61922882	61923086	NFIA_Quentin_2	4014
chr1	61923893	61924265	NFIA_Theodore	4020
chr1	61925922	61926427	NFIA_Trystan_1	4022
chr1	61926429	61926675	NFIA_Trystan_2	4023
chr1	61928184	61928459	NFIA_William	4024
chr1	62103959	62104266	NFIA_Xavier	4026
chr1	63342300	63342526	FOXD3_Aida	4038
chr1	63348010	63348247	FOXD3_Akiko	4041
chr1	63349938	63350473	FOXD3_Alexander	4043
chr1	63369588	63370297	FOXD3_Chao	4047
chr1	63370437	63370700	FOXD3_Clara	4049
chr1	63382805	63383137	FOXD3_Flora	4052
chr1	63384310	63384916	FOXD3_Frederica	4053
chr1	63394453	63394924	FOXD3_Frodo	4054
chr1	63403617	63404088	FOXD3_Helen	4056
chr1	63444004	63444591	FOXD3_Jasmine	4067
chr1	63463350	63463876	FOXD3_Joshua	4069
chr1	63464744	63465407	FOXD3_Laura	4072
chr1	63465856	63466207	FOXD3_Megan	4073
chr1	63538411	63538766	FOXD3_Nick	4078
chr1	63539050	63539265	FOXD3_Norma	4079
chr1	63555505	63555809	FOXD3_Roman	4084
chr1	63574257	63574555	FOXD3_Sam	4085
chr1	63600129	63600431	FOXD3_Scarlett	4090
chr1	63608448	63608707	FOXD3_Scout	4095
chr1	63665304	63665966	FOXD3_Sebastian	4097
chr1	63666390	63666852	FOXD3_Tarzan	4098
chr1	63667064	63667263	FOXD3_Tatiana	4099
chr1	63722855	63723159	FOXD3_Trystan	4103
chr1	63740492	63741042	FOXD3_Victor	4106
chr1	63914405	63915007	FOXD3_Vladimir	4113
chr1	65062906	65063127	chr1_Doris	4124
chr1	67208945	67209187	chr1_Eden	4131
chr1	67878506	67878818	chr1_Elvira	4136
chr1	70694841	70695067	SRSF11_Aladdin	4152
chr1	70696609	70696959	SRSF11_Alice	4155
chr1	70697428	70697784	SRSF11_Cameron	4157
chr1	71872813	71873069	chr1_Frankenstein	4175
chr1	75430041	75430355	chr1_Frodo	4189
chr1	77513300	77513505	chr1_Hamlet	4204
chr1	78030190	78030748	AK5_Ariane	4208
chr1	78411170	78411374	AK5_Delphina	4218
chr1	78412133	78412353	AK5_Leopold	4219
chr1	78413019	78413289	AK5_Wagner	4220
chr1	78414049	78414317	AK5_Wei	4222
chr1	79725732	79725955	chr1_Harper	4236
chr1	80831113	80831616	chr1_Isaac	4246
chr1	81696783	81697038	ELTD1_Bryan	4259
chr1	81920048	81920269	ELTD1_Hamlet	4272
chr1	81930078	81930343	ELTD1_Ming	4273
chr1	82049582	82049815	ELTD1_Molly	4291
chr1	82395027	82395235	ELTD1_Nagasawa	4318
